ID,Artist,Title,Genre,Location,Duration,Bitrate,Samplerate,Cuepoint,BPM,Wave Summary,Channels,Date Added,Mixxx Deleted,Played,Header Parsed,Filetype,Replaygain,Times Played,Rating,Key,Beats,Beats Version,BPM Lock,Beats Sub Version,Keys,Keys Version,Keys Sub Version,Key ID,Grouping,Replaygain Peak,Track Total,Color,Last Played At,Source Synchronized MS,Energy,Mood
141,"Hannah Laing, HVRR",Party All The Time (Extended Mix),Dance / Electro Pop,257,295.739319727,320,44100,2156.0,140.0,,2,2024-09-01T15:10:56.131Z,0,0,1,mp3,0.2664755682803078,0,0,F,b'\n\t\t\x00\x00\x00\x00\x00\x80a@\x12\x03\x08\x92S',BeatGrid-2.0,0,rounding=V4|vamp_plugin_id=qm-tempotracker:0,b'\x08\x06\x12\x01F \x01',KeyMap-1.0,,6,WUGD / Polydor Records,-1.0,,,,1713367126000,Medium,Happy
142,"PALØ, SMBG",Makin' Money Solo (Original Mix),Hard Techno,258,294.75,320,44100,0.0,160.0,,2,2024-09-01T15:10:56.337Z,0,0,1,mp3,0.2857660849607539,0,0,G,b'\n\t\t\x00\x00\x00\x00\x00\x00d@\x12\x02\x087',BeatGrid-2.0,0,rounding=V4|vamp_plugin_id=qm-tempotracker:0,b'\x08\x08\x12\x01G \x01',KeyMap-1.0,,8,Revised Records,-1.0,,,,1713367102000,High,Happy
143,TarS,Keeping On (Original Mix),Techno (Peak Time / Driving),259,285.0,320,44100,14736.0,155.0,,2,2024-09-01T15:10:57.562Z,0,0,1,mp3,0.2323001290201251,0,0,F♯/G♭,b'\n\t\t\x00\x00\x00\x00\x00`c@\x12\x03\x08\xf1;',BeatGrid-2.0,0,rounding=V4|vamp_plugin_id=qm-tempotracker:0,b'\x08\x07\x12\tF\xe2\x99\xaf/G\xe2\x99\xad \x01',KeyMap-1.0,,7,DistroKid,-1.0,,,,1713367078000,High,Neutral
144,Marlon Hoffstadt,It's That Time (Original Mix),Techno (Peak Time / Driving),427,240.25000000000003,320,44100,30273.88592877556,147.0,,2,2024-09-01T15:10:57.768Z,0,0,1,mp3,0.3152639863914467,1,0,F,b'\n\t\t\x00\x00\x00\x00\x00`b@\x12\x03\x08\x913',BeatGrid-2.0,0,rounding=V4|vamp_plugin_id=qm-tempotracker:0,b'\x08\x06\x12\x01F \x01',KeyMap-1.0,,6,Method 808,-1.0,,,2024-09-01 15:16:28,1713367110000,Medium,Happy
145,"Vortek's, Teksa, Spice Up!",Bring It Back (Extended),Hard Dance / Hardcore,260,306.874988662,320,44100,0.0,155.0,,2,2024-09-01T15:10:59.606Z,0,0,1,mp3,0.2587596704260319,0,0,A♭,b'\n\t\t\x00\x00\x00\x00\x00`c@\x12\x0b\x08\xc1\xff\xff\xff\xff\xff\xff\xff\xff\x01',BeatGrid-2.0,0,rounding=V4|vamp_plugin_id=qm-tempotracker:0,b'\x08\t\x12\x04A\xe2\x99\xad \x01',KeyMap-1.0,,9,Omny lab,-1.0,,,,1714304634000,High,Neutral
146,Avao,T.O.K.Y.O. (Extended Mix),Mainstage,261,230.468752834,320,44100,198.0,135.0,,2,2024-09-01T15:10:59.903Z,0,0,1,mp3,0.3301413356294288,0,0,Dm,b'\n\t\t\x00\x00\x00\x00\x00\xe0`@\x12\x03\x08\xe5\x01',BeatGrid-2.0,0,rounding=V4|vamp_plugin_id=qm-tempotracker:0,b'\x08\x0f\x12\x02Dm \x01',KeyMap-1.0,,15,Smash The House Official,-1.0,,,,1713367122000,Medium,Somber
147,"Raye, Casso, D-Block Europe, Valexus",Prada (Valexus Remix),Dance / Electro Pop,262,135.125804988,320,44100,3244.0,154.0,,2,2024-09-01T15:11:00.819Z,0,0,1,mp3,0.5270142595376838,0,0,Fm,b'\n\t\t\x00\x00\x00\x00\x00@c@\x12\x03\x08\xa0D',BeatGrid-2.0,0,rounding=V4|vamp_plugin_id=qm-tempotracker:0,b'\x08\x12\x12\x02Fm \x01',KeyMap-1.0,,18,Ministry of Sound Recordings,-1.0,,,,1713367128000,High,Somber
148,"Technoboy, TNT, Tuneboy",The Speed (Original Mix),Hard Dance / Hardcore,263,198.41333333300005,320,44100,8290.0,160.0,,2,2024-09-01T15:11:01.056Z,0,0,1,mp3,0.3622238857321481,0,0,A♭,b'\n\t\t\x00\x00\x00\x00\x00\x00d@\x12\x03\x08\x91d',BeatGrid-2.0,0,rounding=V4|vamp_plugin_id=qm-tempotracker:0,b'\x08\t\x12\x04A\xe2\x99\xad \x01',KeyMap-1.0,,9,DJs Present,-1.0,,,,1713367138000,High,Neutral
149,"GEWOONRAVES, Zentryc, ØTJE",Throwing Hands (Original Mix),Techno (Peak Time / Driving),264,253.96773242600003,320,44100,0.0,155.0,,2,2024-09-01T15:11:01.225Z,0,0,1,mp3,0.2560144695036797,0,0,F,b'\n\t\t\x00\x00\x00\x00\x00`c@\x12\x04\x08\xc6\x84\x01',BeatGrid-2.0,0,rounding=V4|vamp_plugin_id=qm-tempotracker:0,b'\x08\x06\x12\x01F \x01',KeyMap-1.0,,6,DistroKid,-1.0,,,,1713367076000,High,Happy
150,RNTK,Like That (Original Mix),Techno (Peak Time / Driving),265,309.315873015,320,44100,2.0,152.0,,2,2024-09-01T15:11:01.441Z,0,0,1,mp3,0.2824357042100002,0,0,B♭,b'\n\t\t\x00\x00\x00\x00\x00\x00c@\x12\x03\x08\x9cF',BeatGrid-2.0,0,rounding=V4|vamp_plugin_id=qm-tempotracker:0,b'\x08\x0b\x12\x04B\xe2\x99\xad \x01',KeyMap-1.0,,11,DistroKid,-1.0,,,,1713367078000,High,Neutral
151,Armonique,Bad Talk (MeMachine Remix),Indie Dance,266,374.634149659,320,44100,0.0,123.0,,2,2024-09-01T15:11:02.941Z,0,0,1,mp3,0.3835093570408484,2,0,C,b'\n\t\t\x00\x00\x00\x00\x00\xc0^@\x12\x04\x08\x92\xa7\x01',BeatGrid-2.0,0,fast_analysis=1|rounding=V4|vamp_plugin_id=qm-tempotracker:0,b'\x08\x01\x1a\x06\x08\x80\x80\x01\x10\x16\x1a\x06\x08\x80\x80\x03\x10\x11\x1a\x06\x08\x80\x80\x0f\x10\x08\x1a\x06\x08\x80\x80\x13\x10\x01\x1a\x07\x08\x80\x80\x99\x01\x10\x14\x1a\x07\x08\x80\x80\xb3\x01\x10\x08\x1a\x07\x08\x80\x80\xe1\x01\x10\x0f\x1a\x07\x08\x80\x80\xef\x01\x10\x03\x1a\x07\x08\x80\x80\xf1\x01\x10\x01\x1a\x07\x08\x80\x80\xa1\x02\x10\x14\x1a\x07\x08\x80\x80\xbb\x02\x10\x01\x1a\x07\x08\x80\x80\x8d\x03\x10\x14\x1a\x07\x08\x80\x80\xaf\x03\x10\x08\x1a\x07\x08\x80\x80\xc5\x03\x10\x14\x1a\x07\x08\x80\x80\xd7\x03\x10\x03\x1a\x07\x08\x80\x80\x8d\x04\x10\x08\x1a\x07\x08\x80\x80\x93\x04\x10\x0f\x1a\x07\x08\x80\x80\x95\x04\x10\x14\x1a\x07\x08\x80\x80\xa3\x04\x10\x0f\x1a\x07\x08\x80\x80\xa5\x04\x10\x03\x1a\x07\x08\x80\x80\xd7\x04\x10\x0f\x1a\x07\x08\x80\x80\x83\x05\x10\x0b\x1a\x07\x08\x80\x80\x85\x05\x10\x01\x1a\x07\x08\x80\x80\xe7\x05\x10\x14\x1a\x07\x08\x80\x80\x83\x06\x10\x0f\x1a\x07\x08\x80\x80\xa1\x06\x10\x14\x1a\x07\x08\x80\x80\xed\x06\x10\x08\x1a\x07\x08\x80\x80\xff\x06\x10\x0f\x1a\x07\x08\x80\x80\xa1\x07\x10\x14\x1a\x07\x08\x80\x80\xb7\x07\x10\x0f\x1a\x07\x08\x80\x80\xb9\x07\x10\x08\x1a\x07\x08\x80\x80\xbd\x07\x10\x01\x1a\x07\x08\x80\x80\xd1\x07\x10\x08\x1a\x07\x08\x80\x80\xd9\x07\x10\x14\x1a\x07\x08\x80\x80\xdf\x07\x10\x08 \x00',KeyMap-1.0,vamp_plugin_id=qm-keydetector:2,1,Print ID,-1.0,,,2024-09-19 21:36:20,1713367090000,Medium,Happy
152,"Maori, Adam Ten",Spring Girl (Vintage Culture Remix (Extended)),House,267,319.60630385400003,320,44100,20292.0,127.0,,2,2024-09-01T15:11:03.151Z,0,0,1,mp3,0.3266862152617193,0,0,Gm,b'\n\t\t\x00\x00\x00\x00\x00\xc0_@\x12\x04\x08\x97\xa3\x01',BeatGrid-2.0,0,fast_analysis=1|rounding=V4|vamp_plugin_id=qm-tempotracker:0,b'\x08\x14\x1a\x06\x08\x80\x80\x01\x10\x01\x1a\x06\x08\x80\x80\x05\x10\x14\x1a\x06\x08\x80\x80\x07\x10\x01\x1a\x06\x08\x80\x80O\x10\x08\x1a\x06\x08\x80\x80Q\x10\x14\x1a\x07\x08\x80\x80\xbf\x01\x10\x08\x1a\x07\x08\x80\x80\xe5\x01\x10\x14\x1a\x07\x08\x80\x80\x83\x02\x10\r\x1a\x07\x08\x80\x80\xa7\x02\x10\x08\x1a\x07\x08\x80\x80\xcf\x02\x10\r\x1a\x07\x08\x80\x80\xd7\x02\x10\x14\x1a\x07\x08\x80\x80\x97\x03\x10\x08\x1a\x07\x08\x80\x80\xad\x03\x10\x03\x1a\x07\x08\x80\x80\xb1\x03\x10\x01\x1a\x07\x08\x80\x80\xc9\x03\x10\x08\x1a\x07\x08\x80\x80\xd9\x03\x10\x14\x1a\x07\x08\x80\x80\xf3\x03\x10\x08\x1a\x07\x08\x80\x80\x9d\x04\x10\x18\x1a\x07\x08\x80\x80\xb1\x04\x10\x14\x1a\x07\x08\x80\x80\xf1\x04\x10\x08\x1a\x07\x08\x80\x80\x8b\x05\x10\r\x1a\x07\x08\x80\x80\x8d\x05\x10\x14\x1a\x07\x08\x80\x80\xd9\x05\x10\x01\x1a\x07\x08\x80\x80\xf5\x05\x10\x08\x1a\x07\x08\x80\x80\x91\x06\x10\x01 \x00',KeyMap-1.0,vamp_plugin_id=qm-keydetector:2,20,Higher Ground,-1.0,,,,1713367090000,Medium,Somber
153,Rabteu,Beat It Up (Rabteu),Hard Techno,268,298.87501133700005,320,44100,0.0,160.0,,2,2024-09-01T15:11:03.354Z,0,0,1,mp3,0.2707322304746081,0,0,G,b'\n\t\t\x00\x00\x00\x00\x00\x00d@\x12\x0b\x08\xc1\xff\xff\xff\xff\xff\xff\xff\xff\x01',BeatGrid-2.0,0,rounding=V4|vamp_plugin_id=qm-tempotracker:0,b'\x08\x08\x12\x01G \x01',KeyMap-1.0,,8,Proclam,-1.0,,,,1713367104000,High,Happy
154,"Marlon Hoffstadt, Dimension, DJ Daddy Trance",It's That Time (Dimension Remix) (Original Mix),Drum & Bass,269,215.172426303,320,44100,0.0,87.0,,2,2024-09-01T15:11:03.574Z,0,0,1,mp3,0.2153500829462948,0,0,F,b'\n\t\t\x00\x00\x00\x00\x00\xc0U@\x12\x02\x08T',BeatGrid-2.0,0,rounding=V4|vamp_plugin_id=qm-tempotracker:0,b'\x08\x06\x12\x01F \x01',KeyMap-1.0,,6,Method 808,-1.0,,,,1713367110000,Low,Happy
155,"Junkie Kid, OMAKS",HEY DJ (Original Mix),Hard Techno,270,236.9230839,320,44100,0.0,156.0,,2,2024-09-01T15:11:05.090Z,0,0,1,mp3,0.2389477055197554,0,0,G♯m,b'\n\t\t\x00\x00\x00\x00\x00\x80c@\x12\x04\x08\xc1\x83\x01',BeatGrid-2.0,0,rounding=V4|vamp_plugin_id=qm-tempotracker:0,b'\x08\x15\x12\x05G\xe2\x99\xafm \x01',KeyMap-1.0,,21,Harsh Records,-1.0,,,,1713367096000,High,Neutral
156,"Tiga, Disfreq",Louder Than A Bomb (Disfreq Remix),Techno (Peak Time / Driving),271,300.075941043,320,44100,1584.0,128.0,,2,2024-09-01T15:11:05.370Z,0,0,1,mp3,0.2929288255965297,0,0,B♭m,b'\n\t\t\x00\x00\x00\x00\x00\x00`@\x12\x03\x08\xe4\\',BeatGrid-2.0,0,fast_analysis=1|rounding=V4|vamp_plugin_id=qm-tempotracker:0,b'\x08\x17\x1a\x06\x08\x80\x80\x01\x10\x02\x1a\x06\x08\x80\x80\x05\x10\x17\x1a\x07\x08\x80\x80\xd1\x01\x10\x0b\x1a\x07\x08\x80\x80\xd9\x01\x10\x17\x1a\x07\x08\x80\x80\x93\x03\x10\x12\x1a\x07\x08\x80\x80\xb1\x03\x10\r\x1a\x07\x08\x80\x80\xd1\x03\x10\x14\x1a\x07\x08\x80\x80\xd5\x03\x10\x17\x1a\x07\x08\x80\x80\xff\x05\x10\x02 \x00',KeyMap-1.0,vamp_plugin_id=qm-keydetector:2,23,Turbo Recordings,-1.0,,,,1713367072000,Medium,Neutral
157,"Tiesto, Tears For Fears, NIIKO X SWAE, GUDFELLA",Rule The World (Everybody) (Extended Mix),Dance / Electro Pop,272,211.874988662,320,44100,0.0,128.0,,2,2024-09-01T15:11:05.592Z,0,0,1,mp3,0.2176538036139759,0,0,G,b'\n\t\t\x00\x00\x00\x00\x00\x00`@\x12\x0b\x08\x88\xff\xff\xff\xff\xff\xff\xff\xff\x01',BeatGrid-2.0,0,fast_analysis=1|rounding=V4|vamp_plugin_id=qm-tempotracker:0,b'\x08\x08\x1a\x06\x08\x80\x80\x01\x10\x10\x1a\x06\x08\x80\x80\x03\x10\x03\x1a\x06\x08\x80\x80\x05\x10\x08\x1a\x06\x08\x80\x80#\x10\x11\x1a\x06\x08\x80\x80%\x10\x18\x1a\x06\x08\x80\x80o\x10\x11\x1a\x06\x08\x80\x80\x7f\x10\x03\x1a\x07\x08\x80\x80\x95\x01\x10\x08\x1a\x07\x08\x80\x80\xc1\x01\x10\x18\x1a\x07\x08\x80\x80\xf1\x01\x10\x08\x1a\x07\x08\x80\x80\xb3\x02\x10\x11\x1a\x07\x08\x80\x80\xe7\x02\x10\x03\x1a\x07\x08\x80\x80\xf7\x02\x10\x08\x1a\x07\x08\x80\x80\x9b\x03\x10\x18\x1a\x07\x08\x80\x80\xbb\x03\x10\x08\x1a\x07\x08\x80\x80\x85\x04\x10\x14\x1a\x07\x08\x80\x80\x93\x04\x10\x08\x1a\x07\x08\x80\x80\xab\x04\x10\x03 \x00',KeyMap-1.0,vamp_plugin_id=qm-keydetector:2,8,Capitol Records,-1.0,,,,1713367088000,Medium,Happy
158,KX CHR,Yo DJ (Original Mix),Hard Techno,441,266.736,320,44100,0.0,153.0,,2,2024-09-01T15:11:05.810Z,0,0,1,mp3,0.0,0,0,E,b'\n\t\t\x00\x00\x00\x00\x00 c@\x12\x02\x08\x00',BeatGrid-2.0,0,,b'\x08\x05\x12\x01E \x01',KeyMap-1.0,,5,Revised Records,-1.0,,,,1713367104000,High,Happy
159,Lock 'N Load,Blow Ya Mind (DJ Daddy Trance Extended Remix),Dance / Electro Pop,273,329.15845804900005,320,44100,19160318.0,149.0,,2,2024-09-01T15:11:06.025Z,0,0,1,mp3,0.31821083879301,1,0,D♭,b'\n\t\t\x00\x00\x00\x00\x00\xa0b@\x12\x03\x08\xe2\x0e',BeatGrid-2.0,0,rounding=V4|vamp_plugin_id=qm-tempotracker:0,b'\x08\x02\x12\x04D\xe2\x99\xad \x01',KeyMap-1.0,,2,Armada Music,-1.0,,,2024-09-01 15:12:56,1713367072000,Medium,Neutral
160,Marie Vaunt,Dark Rooms (Original Mix),Techno (Peak Time / Driving),274,384.8161678,320,44100,9010.0,136.0,,2,2024-09-01T15:11:06.122Z,0,0,1,mp3,0.2511912336888894,0,0,F,b'\n\t\t\x00\x00\x00\x00\x00\x00a@\x12\x03\x08\xcdr',BeatGrid-2.0,0,rounding=V4|vamp_plugin_id=qm-tempotracker:0,b'\x08\x06\x12\x01F \x01',KeyMap-1.0,,6,Drumcode,-1.0,,,,1713367100000,Medium,Happy
161,B.Unq!,Break My Heart (Extended mix),Hard Techno,275,295.0,320,44100,0.0,160.0,,2,2024-09-01T15:11:06.371Z,0,0,1,mp3,0.2446032293243449,0,0,C,b'\n\t\t\x00\x00\x00\x00\x00\x00d@\x12\x03\x08\xbe\x7f',BeatGrid-2.0,0,rounding=V4|vamp_plugin_id=qm-tempotracker:0,b'\x08\x01\x12\x01C \x01',KeyMap-1.0,,1,Hexenbeats,-1.0,,,,1713367074000,High,Happy
162,Valley (ESP),Vodka (Original Mix),Hard Techno,276,373.000249433,320,44100,0.0,145.0,,2,2024-09-01T15:11:06.574Z,0,0,1,mp3,0.2861351794690207,0,0,Em,b'\n\t\t\x00\x00\x00\x00\x00 b@\x12\x04\x08\xaa\x8d\x01',BeatGrid-2.0,0,rounding=V4|vamp_plugin_id=qm-tempotracker:0,b'\x08\x11\x12\x02Em \x01',KeyMap-1.0,,17,HOST,-1.0,,,,1713367144000,Medium,Somber
163,"EFTEE, Valley (ESP)",Vodka (Remix),Hard Techno,277,357.003922902,320,44100,0.0,142.0,,2,2024-09-01T15:11:06.775Z,0,0,1,mp3,0.2931008485359974,0,0,Am,b'\n\t\t\x00\x00\x00\x00\x00\xc0a@\x12\x02\x084',BeatGrid-2.0,0,rounding=V4|vamp_plugin_id=qm-tempotracker:0,b'\x08\x16\x12\x02Am \x01',KeyMap-1.0,,22,HOST,-1.0,,,,1713367146000,Medium,Somber
164,AREA NE,Do It Clean (Original Mix),Hard Dance / Hardcore,278,302.432448979,320,44100,30144.0,155.0,,2,2024-09-01T15:11:12.176Z,0,0,1,mp3,0.3210943632888145,0,0,F,"b'\n\t\t\x00\x00\x00\x00\x00`c@\x12\x03\x08\xe0,'",BeatGrid-2.0,0,rounding=V4|vamp_plugin_id=qm-tempotracker:0,b'\x08\x06\x12\x01F \x01',KeyMap-1.0,,6,Carouse,-1.0,,,,1713367074000,High,Happy
165,TarS,So Dirty! (Original Mix),Techno (Peak Time / Driving),279,328.48095238,320,44100,17104.0,150.0,,2,2024-09-01T15:11:12.422Z,0,0,1,mp3,0.2880438658049201,0,0,F,b'\n\t\t\x00\x00\x00\x00\x00\xc0b@\x12\x03\x08\xd8C',BeatGrid-2.0,0,rounding=V4|vamp_plugin_id=qm-tempotracker:0,b'\x08\x06\x12\x01F \x01',KeyMap-1.0,,6,Trym,-1.0,,,,1713367078000,Medium,Happy
166,Veseli,Tryambakam (Original Mix),Techno (Peak Time / Driving),280,354.57852607700005,320,44100,0.0,155.0,,2,2024-09-01T15:11:12.612Z,0,0,1,mp3,0.2763903207641026,0,0,C,b'\n\t\t\x00\x00\x00\x00\x00`c@\x12\x0b\x08\x8b\xfe\xff\xff\xff\xff\xff\xff\xff\x01',BeatGrid-2.0,0,rounding=V4|vamp_plugin_id=qm-tempotracker:0,b'\x08\x01\x12\x01C \x01',KeyMap-1.0,,1,HEKATE Records,-1.0,,,,1713367102000,High,Happy
167,Nicolas Julian,Mask Off (Extended Mix),Dance / Electro Pop,281,269.540136054,320,44100,8934.0,155.0,,2,2024-09-01T15:11:12.622Z,0,0,1,mp3,0.3186350986565461,0,0,Dm,"b'\n\t\t\x00\x00\x00\x00\x00`c@\x12\x03\x08\x9d""'",BeatGrid-2.0,0,rounding=V4|vamp_plugin_id=qm-tempotracker:0,b'\x08\x0f\x12\x02Dm \x01',KeyMap-1.0,,15,Columbia/B1 Recordings,-1.0,,,,1714305420000,High,Somber
168,CARV,Bang Boom Bang (Original Mix),Hard Techno,451,380.578,320,44100,0.0,152.0,,2,2024-09-01T15:11:12.789Z,0,0,1,mp3,0.0,0,0,G,b'\n\t\t\x00\x00\x00\x00\x00\x00c@\x12\x02\x08\x00',BeatGrid-2.0,0,,b'\x08\x08\x12\x01G \x01',KeyMap-1.0,,8,ReWasted,-1.0,,,,1713367132000,High,Happy
169,B.Unq!,Got That Booty (Extended Mix),Hard Techno,282,331.0,320,44100,0.0,160.0,,2,2024-09-01T15:11:13.027Z,0,0,1,mp3,0.2485416404699513,2,0,Fm,b'\n\t\t\x00\x00\x00\x00\x00\x00d@\x12\x04\x08\x97\x80\x01',BeatGrid-2.0,0,rounding=V4|vamp_plugin_id=qm-tempotracker:0,b'\x08\x12\x12\x02Fm \x01',KeyMap-1.0,,18,Hexenbeats,-1.0,,,2024-09-02 12:48:47,1713367108000,High,Somber
170,Vonderau,Get Real High (Eugen Kunz Remix),Hard Techno,283,315.20000000000005,320,44100,0.0,150.0,,2,2024-09-01T15:11:13.196Z,0,0,1,mp3,0.2442364556935677,0,0,Fm,b'\n\t\t\x00\x00\x00\x00\x00\xc0b@\x12\x0b\x08\xa1\xff\xff\xff\xff\xff\xff\xff\xff\x01',BeatGrid-2.0,0,rounding=V4|vamp_plugin_id=qm-tempotracker:0,b'\x08\x12\x12\x02Fm \x01',KeyMap-1.0,,18,ReWasted,-1.0,,,,1714305420000,Medium,Somber
171,"Neitan, DJ Kuba, Bounce Inc.",Blade (Extended Mix),Mainstage,284,300.013786848,320,44100,0.0,136.0,,2,2024-09-01T15:11:13.453Z,0,0,1,mp3,0.2797011582686626,0,0,A♭,b'\n\t\t\x00\x00\x00\x00\x00\x00a@\x12\x03\x08\xdb\x02',BeatGrid-2.0,0,rounding=V4|vamp_plugin_id=qm-tempotracker:0,b'\x08\t\x12\x04A\xe2\x99\xad \x01',KeyMap-1.0,,9,Future House Music,-1.0,,,,1713367108000,Medium,Neutral
172,Vortek's,No Karma (Original Mix),Hard Techno,285,293.282267573,320,44100,0.0,155.0,,2,2024-09-01T15:11:13.730Z,0,0,1,mp3,0.2287209939057705,0,0,E,b'\n\t\t\x00\x00\x00\x00\x00`c@\x12\x04\x08\x9c\x84\x01',BeatGrid-2.0,0,rounding=V4|vamp_plugin_id=qm-tempotracker:0,b'\x08\x05\x12\x01E \x01',KeyMap-1.0,,5,Omny lab,-1.0,,,,1713367100000,High,Happy
173,KX CHR,DARK SIDE (Original Mix),Hard Techno,286,291.129024943,320,44100,0.0,155.0,,2,2024-09-01T15:11:13.952Z,0,0,1,mp3,0.2491724145433229,0,0,E,b'\n\t\t\x00\x00\x00\x00\x00`c@\x12\x0b\x08\xf7\xff\xff\xff\xff\xff\xff\xff\xff\x01',BeatGrid-2.0,0,rounding=V4|vamp_plugin_id=qm-tempotracker:0,b'\x08\x05\x12\x01E \x01',KeyMap-1.0,,5,Revised Records,-1.0,,,,1713367102000,High,Happy
174,"Nolz, Luciid, Per Pleks",WIJ ZIJN TEGENDRAADS (TEGENDRAADS Indoor 2024 Anthem) (Extended Mix),Hard Techno,287,300.0,320,44100,0.0,160.0,,2,2024-09-01T15:11:14.213Z,0,0,1,mp3,0.2887704211889165,0,0,F♯/G♭,b'\n\t\t\x00\x00\x00\x00\x00\x00d@\x12\x03\x08\xc3\x7f',BeatGrid-2.0,0,rounding=V4|vamp_plugin_id=qm-tempotracker:0,b'\x08\x07\x12\tF\xe2\x99\xaf/G\xe2\x99\xad \x01',KeyMap-1.0,,7,Propaganda Records,-1.0,,,,1713367112000,High,Neutral
175,Cadzow,You're Gone (Original Mix),Hard Dance / Hardcore / Neo Rave,288,251.236530612,320,44100,17680.0,155.0,,2,2024-09-01T15:11:14.407Z,0,0,1,mp3,0.2841295695422301,2,0,C♯m,b'\n\t\t\x00\x00\x00\x00\x00`c@\x12\x03\x08\xf1\x08',BeatGrid-2.0,0,rounding=V4|vamp_plugin_id=qm-tempotracker:0,b'\x08\x0e\x12\x05C\xe2\x99\xafm \x01',KeyMap-1.0,,14,Elixyr,-1.0,,,2024-09-02 12:49:03,1714304404000,High,Neutral
176,IGDA & Baumeister,Have Some Kicks (Original Mix),,289,292.795668934,1411,44100,13064.0,155.0,,2,2024-09-01T15:11:14.411Z,0,0,1,wav,0.2941293664314495,0,0,C♯m,b'\n\t\t\x00\x00\x00\x00\x00`c@\x12\x03\x08\xff3',BeatGrid-2.0,0,rounding=V4|vamp_plugin_id=qm-tempotracker:0,b'\x08\x0e\x1a\x06\x08\x80\x80\x01\x10\x12\x1a\x06\x08\x80\x80\x03\x10\x01\x1a\x06\x08\x80\x80\x05\x10\x12\x1a\x06\x08\x80\x80\x07\x10\x01\x1a\x06\x08\x80\x80\t\x10\t\x1a\x06\x08\x80\x80\x13\x10\x02\x1a\x06\x08\x80\x80\x15\x10\t\x1a\x06\x08\x80\x80#\x10\x0e\x1a\x07\x08\x80\x80\xa3\x01\x10\r\x1a\x07\x08\x80\x80\xaf\x01\x10\x05\x1a\x07\x08\x80\x80\xc5\x01\x10\x0e\x1a\x07\x08\x80\x80\xcd\x02\x10\x03\x1a\x07\x08\x80\x80\xdb\x02\x10\x02\x1a\x07\x08\x80\x80\xf5\x02\x10\n\x1a\x07\x08\x80\x80\xf7\x02\x10\x0e\x1a\x07\x08\x80\x80\xfd\x02\x10\x14\x1a\x07\x08\x80\x80\x8b\x03\x10\x0f\x1a\x07\x08\x80\x80\xa7\x03\x10\r\x1a\x07\x08\x80\x80\xbd\x04\x10\x0b\x1a\x07\x08\x80\x80\xc1\x04\x10\x05\x1a\x07\x08\x80\x80\xc5\x04\x10\x0b\x1a\x07\x08\x80\x80\xc9\x04\x10\r\x1a\x07\x08\x80\x80\xd1\x04\x10\x0e \x00',KeyMap-1.0,vamp_plugin_id=qm-keydetector:2,14,,-1.0,,,,1714312217961,High,Neutral
177,Trampsta,Deep Down Low,,290,349.241383219,1411,44100,122.0,145.0,,2,2024-09-01T15:11:14.413Z,0,0,1,wav,0.2698917623957599,0,0,A♭,b'\n\t\t\x00\x00\x00\x00\x00 b@\x12\x04\x08\xcc\x8d\x01',BeatGrid-2.0,0,rounding=V4|vamp_plugin_id=qm-tempotracker:0,b'\x08\t\x1a\x06\x08\x80\x80\x01\x10\t\x1a\x06\x08\x80\x80\x05\x10\x0e\x1a\x06\x08\x80\x80\x07\x10\t\x1a\x06\x08\x80\x80\t\x10\x0e\x1a\x06\x08\x80\x80\x0f\x10\t\x1a\x06\x08\x80\x80\x19\x10\x0e\x1a\x06\x08\x80\x80\x1f\x10\x15\x1a\x06\x08\x80\x801\x10\t\x1a\x06\x08\x80\x803\x10\x02\x1a\x06\x08\x80\x80Y\x10\x0e\x1a\x06\x08\x80\x80a\x10\x02\x1a\x06\x08\x80\x80}\x10\t\x1a\x07\x08\x80\x80\x85\x01\x10\x15\x1a\x07\x08\x80\x80\x9b\x01\x10\r\x1a\x07\x08\x80\x80\xaf\x01\x10\t\x1a\x07\x08\x80\x80\xb7\x01\x10\x02\x1a\x07\x08\x80\x80\xc5\x01\x10\t\x1a\x07\x08\x80\x80\x83\x02\x10\x02\x1a\x07\x08\x80\x80\x9b\x02\x10\x0e\x1a\x07\x08\x80\x80\x99\x03\x10\t\x1a\x07\x08\x80\x80\xbd\x03\x10\x0e\x1a\x07\x08\x80\x80\xf5\x03\x10\t\x1a\x07\x08\x80\x80\xfd\x05\x10\x0e\x1a\x07\x08\x80\x80\xa9\x06\x10\t\x1a\x07\x08\x80\x80\xd3\x06\x10\x0e\x1a\x07\x08\x80\x80\x83\x07\x10\t\x1a\x07\x08\x80\x80\x85\x07\x10\x0e\x1a\x07\x08\x80\x80\x8f\x07\x10\t\x1a\x07\x08\x80\x80\x91\x07\x10\x02\x1a\x07\x08\x80\x80\x99\x07\x10\t\x1a\x07\x08\x80\x80\x9b\x07\x10\x02 \x00',KeyMap-1.0,vamp_plugin_id=qm-keydetector:2,9,,-1.0,,,,1714311430590,Medium,Neutral
